Id,Word,English,Pinyin,Example,Translation,Book,Lesson,Dialog,NW,PN,OofC
2659,核心,"core, kernel",hé xīn,政府的核心人士,the inner circle of the administration,5,30,1,23,,
2660,刺激,"to stimulate, to excite",cì jī,那场比赛真是精彩刺激。,That game was really exciting.,5,30,1,24,,
2661,活力,"vigor, vitality",huó lì,,,5,30,1,25,,HSK 6
2662,落后,"to fall behind, to lag behind",luò hòu,不上进，必落后。,He who do not advance fall backward.,5,30,1,26,,
2663,本质,"essence, nature, intrinsic quality",běn zhì,谨慎是那人性格的本质。,Caution is the essence of that man's character.,5,30,1,27,,
2664,员工,"staff, employee",yuán gōng,员工福利。,Staff Welfare,5,30,1,28,,
2665,危机,crisis,wēi jī,,,5,30,1,29,,HSK 6
2666,有利,"beneficial, advantageous",yǒu lì,对所有国家都有利的武器限制协议。,an arms limitation agreement beneficial to all countries.,5,30,1,30,,
2667,挖掘,"to dig, to unearth",wā jué,,,5,30,1,31,,HSK 6
2668,潜力,potential,qián lì,,,5,30,1,32,,HSK 6
2669,决赛,"final, final match",jué sài,埃弗顿队已进入决赛。,Everton have got through to the final.,5,30,1,33,,
2670,接近,"to approach, to be close to",jiē jìn,我们发现所有的行星都越来越接近太阳。,We find that all planets progressively approach the sun.,5,30,1,34,,
2671,佳,"good, find",jiā,,,5,30,1,35,,HSK 6
2672,的确,"indeed, really",dí què,的确有人赞赏过我的美貌。,I certainly have had my share of beauty.,5,30,1,36,,
2673,出口,to export (abroad),chū kǒu,黄金出口是禁止的。,The export / exportation of gold is forbidden.,5,30,扩展,1,,
2674,进口,to import (from abroad),jìn kǒu,从日本进口的主要物品是电子产品。,Electronic products are the major import from Japan.,5,30,扩展,2,,
2675,贸易,trading,mào yì,去年美俄贸易以谷物为主。,Grain highlighted U.S.-Russian trade last year.,5,30,扩展,3,,
2676,谈判,to negotiate,tán pàn,经过长时间的谈判而达成协议。,A settlement was reached after lengthy negotiations.,5,30,扩展,4,,
2677,合同,contract,hé tong,此合同无效。,This contract is null and void.,5,30,扩展,5,,
2678,中介,"go-between, real estate agent",zhōng jiè,房地产中介事务所,Real Estate Agent's office,5,30,扩展,6,,
2679,破产,bankruptcy,pò chǎn,以破产告终,culminate in bankruptcy,5,30,扩展,7,,
2680,股票,"stock, shares",gǔ piào,股票市场价格涨了两点。,Prices on the stock exchange advanced two points.,5,30,扩展,10,,
2681,账户,account,zhàng hù,你的账户上余额为五美金。,The balance on your account is five dollars.,5,30,扩展,11,,
2682,利息,interest,lì xī,利息逐月自然增加。,The interest accrued over the months.,5,30,扩展,12,,
2683,贷款,loan,dài kuǎn,银行将向他提供一笔贷款。,The bank will accommodate him with a loan.,5,30,扩展,13,,
2684,汇率,exchange rate,huì lǜ,今日汇率如何？,What is the exchange (i.e. for money) today?,5,30,扩展,14,,
2685,门槛,threshold,mén kǎn,,,5,31,1,1,,Outside HSK
2686,报社,"newspaper office, headquarters of a newspaper",bào shè,报社摄影记者,a newspaper photographer,5,31,1,2,,
2687,编辑,editor,biān jí,他曾经是一家报纸的编辑。,He used to be an editor of a newspaper.,5,31,1,3,,
2688,嗯,used to indicate positive response ,en,嗯，我在排工作方面遇到困难。,"Well, I have a scheduling problem.",5,31,1,4,,
2689,轻易,"easy, effortless",qīng yì,我不会轻易就害怕。,I don't get scared easily.,5,31,1,5,,
2690,处理,"to handle, to deal with, to process",chǔ lǐ,请慎重处理此事。,Please use your best discretion to handle the matter.,5,31,1,6,,
2691,社区,community,shè qū,,,5,31,1,7,,HSK 6
2692,劝,to try to persuade,quàn,你去试试劝她吧。,You try and persuade her .,5,31,1,8,,
2693,圆,"round, circular",yuán,哥伦布提出地球是圆的。,Columbus proposed that the earth was round.,5,31,1,9,,
2694,标志,"sign, mark",biāo zhì,公路标志。,highway sign,5,31,1,10,,
2695,出示,"to show, to produce",chū shì,请出示你的健康证明。,Please show me your health certificate.,5,31,1,11,,
2696,赞成,"to agree with, to approve of",zàn chéng,我根本就不赞成你的主张。,I don't agree with you at all.,5,31,1,12,,
2697,请愿书,petition,qǐng yuàn shū,,,5,31,1,13,,Outside HSK
2698,恋爱,(romantic) love,liàn ài,他们恋爱那时，国家正进行着战争。,"When they fell in love, the country was at war.",5,31,1,14,,
2699,迫切,"urgent, pressing, easer",pò qiè,他迫切需要找到工作。,He was desperate for work.,5,31,1,15,,
2700,犹豫,hesitant,yóu yù,他犹豫了一会儿。,He hesitated for a few moments.,5,31,1,16,,
2701,冷淡,"cold, indifferent",lěng dàn,她对丈夫冷淡。,She is cold to (=towards) her husband.,5,31,1,17,,
2702,无所谓,"to not care, to not mind, to not take seriously",wú suǒ wèi,我对衣着无所谓。,I'm not fussed about clothes,5,31,1,18,,
2703,值班,to be on duty or shift,zhí bān,,,5,31,1,19,,HSK 6
2704,报告,report,bào gào,在讨论后那报告得到了发表。,"After discussion, the report was published.",5,31,1,20,,
2705,八成儿,"most probably, most likely; eighty percent",,,,5,31,1,21,,Outside HSK
2706,模糊,"blurred, indistinct, vague",mó hu,雾使景色模糊。,Mists blurred the views.,5,31,1,22,,
2707,狡猾,"crafty, tricky",jiǎo huá,人们相信狐狸十分狡猾。,The fox is believed to have a great deal of cunning.,5,31,1,23,,
2708,了不起,"great, amazing",liǎo bu qǐ,这是一种了不起的英勇行为。,This is an act of great heroism.,5,31,1,24,,
2709,身段,"posture, manner, attitude",shēn duàn,,,5,31,1,25,,Outside HSK
2710,缩短,to shorten,suō duǎn,我想缩短租期。,I want to shorten the lease.,5,31,1,26,,
2711,看不起,"to look down upon, to despise",kàn bu qǐ,我看不起那些总是依赖别人的人。,I look down upon those who always rely on others.,5,31,1,27,,
2712,谦虚,modest,qiān xū,她对自己的成就很谦虚。,She’s very modest about her success.,5,31,1,28,,
2713,实践,put into practice,shí jiàn,勇于实践，大胆创新。,Be bold in putting things into practice and blazing new trails.,5,31,1,29,,
2714,推辞,to decline politely,tuī cí,借故推辞,To decline under any pretext,5,31,扩展,1,,
2715,议论,discussion,yì lùn,他认为那样是出风头，会招来别人的议论。,He felt that it made them conspicuous and gave people a chance to talk about them.,5,31,扩展,2,,
2716,转告,to pass on a message,zhuǎn gào,我立刻将这个新消息转告总统。,I at once passed this new information to the President.,5,31,扩展,3,,
2717,祝福,to bless,zhù fú,为我家乡祝福吧！,bless my homeland forever!,5,31,扩展,4,,
2718,握手,to shake hands,wò shǒu,许多人挤向前和他握手。,Many people pressed forward to shake hands with him.,5,31,扩展,6,,
2719,看望,to visit (in hospital),kàn wàng,我们可能去看望住在农场上的爷爷。,Maybe we'll visit my granddad at the farm.,5,31,扩展,7,,
2720,问候,to greet,wèn hòu,最后他走到后台向她问候。,He finally went about and asked how she was getting along.,5,31,扩展,8,,
2721,恭喜,to congratulate,gōng xǐ,恭喜你订婚！,Congratulations on your engagement!,5,31,扩展,10,,
2722,宣布,to announce,xuān bù,当众宣布,To announce publicly,5,31,扩展,11,,
2723,信任,to trust,xìn rèn,他不信任自己的父亲。,He distrusts his father.,5,31,扩展,12,,
2724,配合,to cooperate,pèi hé,这幅插图与内容配合得很巧妙。,This illustration is cleverly tied in with the content.,5,31,扩展,13,,
2725,当心,to watch out,dāng xīn,你说话做事都要当心。,Be careful what you say and do.,5,31,扩展,14,,
2726,消失,"to disappear, to vanish",xiāo shī,他消失在另一个山谷里了。,He disappeared in the next hollow.,5,32,1,1,,
2727,洪水,flood,hóng shuǐ,,,5,32,1,2,,HSK 6
2728,地震,earthquake,dì zhèn,去年我们这里发生了可怕的地震。,We had an awful earthquake here last year.,5,32,1,3,,
2729,破坏,"to destroy, to damage",pò huài,破坏旧世界，建设新世界。,Destroy the old world and build a new one.,5,32,1,4,,
2730,砍,"to cut, to chop, to fell",kǎn,有七棵树给砍倒了。,Seven trees have been cut down.,5,32,1,5,,
2731,生存,"to live, to subsist",shēng cún,,,5,32,1,6,,HSK 6
2732,沙漠,desert,shā mò,他忍受不住沙漠的酷热。,He could not tolerate the extremes of heat in the desert.,5,32,1,7,,
2733,公布,"to announce, to make public",gōng bù,你必须赶快公布你的结果。,You must hasten and publish your result.,5,32,1,8,,
2734,数据,data,shù jù,他根据这些数据得出了自己的结论。,He drew his conclusion with the support of the data.,5,32,1,9,,
2735,真实,"real, actual",zhēn shí,我怀疑他的故事是否真实。,I question the truth of his story.,5,32,1,10,,
2736,夸张,exaggerated,kuā zhāng,他讲的情况有点夸张。,There was a smack of exaggeration in his story.,5,32,1,11,,
2737,资源,resource,zī yuán,水是一种不能再生的资源。,Water is an essentially nonrenewable resource.,5,32,1,12,,
2738,车祸,traffic accident,chē huò,,,5,32,1,13,,Outside HSK
2739,不安,"upset, disturbed",bù ān,他因不耐烦而烦躁不安。,He was restless with impatience.,5,32,1,14,,
2740,工业,industry,gōng yè,美国电子工业。,the American electronics industry,5,32,1,15,,
2741,农业,agriculture,nóng yè,机械化为农业的技术工种开辟了道路。,Mechanization opens the way for skilled jobs in agriculture.,5,32,1,16,,
2742,生产,"to produce, to manufacture",shēng chǎn,石油可用于生产多种化学产品。,Petroleum can be used to produce various chemical products.,5,32,1,17,,
2743,大型,large-scale,dà xíng,大型电子系统。,large-scale electronic system,5,32,1,18,,
2744,工厂,factory,gōng chǎng,领人参观工厂,conduct sb. over a factory,5,32,1,19,,
2745,废,"waste, useless",fèi,废金属,metallic scrap,5,32,1,20,,
2746,燃烧,"to burn, to combust",rán shāo,是什么使火燃烧？,What makes the fire burn?,5,32,1,21,,
2747,煤炭,coal,méi tàn,煤炭开采业,coal and mining industry,5,32,1,22,,
2748,密切,"close, intimate",mì qiè,他们的关系似乎十分密切。,Their relation seemed quite close.,5,32,1,23,,
2749,尾气,"exhaust gas, vehicle emission",wěi qì,,,5,32,1,24,,Outside HSK
2750,幸运,"lucky, fortunate",xìng yùn,一件幸运的事,a lucky circumstance,5,32,1,25,,
2751,敏感,"sensitive, susceptible",mǐn gǎn,他在这方面非常敏感。,"He is very sensitive in this regard, ie concerning this.",5,32,1,26,,
2752,自觉,"conscious, on one’s own initiative",zì jué,他不自觉地抬起手来摸摸花白的胡子。,Unconsciously he put up his hand to his grizzled beard.,5,32,1,27,,
2753,设施,"facilities, installation",shè shī,纽约商业设施齐全。,New York has good shopping.,5,32,1,28,,
2754,能源,energy resource,néng yuán,可再生能源已发展成熟。,Renewable energy has come of age.,5,32,1,29,,
2755,逐步,"gradually, step by step",zhú bù,工作正在逐步开展。,Our work is progressing gradually.,5,32,1,30,,
2756,尽量,"to the best of one's abilities, to the greatest extent",jǐn liàng,你必须尽量利用机会。,You must make the best use of opportunities.,5,32,1,31,,
2757,私人,private,sī rén,他给我一封简要的私人函件。,He sent me a laconic private message.,5,32,1,32,,
2758,尊敬,"to respect, to esteem",zūn jìng,学生尊敬这位老教授。,The students respect the old professor.,5,32,1,33,,
2759,鼓舞,"to encourage, to inspire",gǔ wǔ,戏的成功鼓舞我继续努力。,My success encouraged me to continue.,5,32,1,34,,
2760,消极,"passive, inactive",xiāo jí,他的工作态度很消极。,His attitude towards work is very negative.,5,32,1,35,,
2761,幻想,"fantasy, illusion",huàn xiǎng,他不能将幻想与现实分开。,He is unable to divorce fantasy from reality.,5,32,1,36,,
2762,贡献,"contribution; to contribute, to devote",gòng xiàn,不要低估了吉姆在研究工作中的贡献。,Don' t undervalue Jim’s contribution to the research.,5,32,1,37,,
2763,命运,"fate, destiny",mìng yùn,她和自己的命运作斗争。,She contested against her fate.,5,32,1,38,,
2764,掌握,"to take charge of, to control",zhǎng wò,他掌握大量词汇。,He commands a large vocabulary.,5,32,1,39,,
2765,黄金,gold,huáng jīn,黄金出口是禁止的。,The export / exportation of gold is forbidden.,5,32,扩展,2,,
2766,银,silver,yín,他们把那些银杯子熔化开了。,They melted down the silver cups.,5,32,扩展,3,,
2767,缓解,"to alleviate, to ease up",huǎn jiě,服两粒丸药就会缓解疼痛。,Two of these pills will deaden the ache.,5,33,1,1,,
2768,招儿,"trick, move, method",,,,5,33,1,2,,Outside HSK
2769,繁荣,"prosperous, thriving",fán róng,经济繁荣,prosperous economy,5,33,1,3,,
2770,体现,"to manifest, to reflect",tǐ xiàn,这无疑是巨大进步的体现。,Surely this represents great progress.,5,33,1,4,,
2771,拥挤,"crowded, congested",yōng jǐ,我因交通拥挤而迟到。,I was late because of the heavy traffic.,5,33,1,5,,
2772,家常,daily life of a family,jiā cháng,,,5,33,1,6,,HSK 6
2773,面积,"area, space",miàn jī,该城市的面积为十五平方公里。,The city covers an area of 15 square kilometers.,5,33,1,7,,
2774,宽,"wide, broad",kuān,它有五十米宽。,It is fifty meter wide.,5,33,1,8,,
2775,主观,subjective,zhǔ guān,主观能动性,suBjective activity,5,33,1,9,,
2776,扩大,"to enlarge, to expand, to broaden",kuò dà,书使我的知识面扩大了。,Books helped me to enlarge the extension of the knowledge.,5,33,1,10,,
2777,根治,to cure one and for all,gēn zhì,,,5,33,1,11,,Outside HSK
2778,不妨,might as well,bù fáng,,,5,33,1,12,,HSK 6
2779,展开,"to launch, to set off, to carry out",zhǎn kāi,扫盲运动生气勃勃地展开了。,The campaign to wipe out illiteracy launched out with great vigour.,5,33,1,13,,
2780,归纳,"to infer, to sum up",guī nà,法官归纳证词。,The judge summed up the evidence.,5,33,1,14,,
2781,虚心,"open-minded, modest",xū xīn,提出忠告要谨慎，接受忠告要虚心。,"You need to be discreet in giving advice, humble in accepting it.",5,33,1,15,,
2782,咨询,"to consult, to seek advice",zī xún,好吧，让我们向旅行社咨询一下。,"OK, let's consult the travel agency.",5,33,1,16,,
2783,中旬,middle ten days of a month,zhōng xún,恐怕要到十月中旬才行。,I'm afraid it won't Be until the middle of October.,5,33,1,17,,
2784,照常,as usual,zhào cháng,照常营业,business as usual,5,33,1,18,,
2785,健身,"to keep fit, to work out",jiàn shēn,你没有参加健身操？,And you didn't exercise?,5,33,1,19,,
