Id,Traditional,Simplified,English,HSK,HSK 5（二）词语搭配,Img,Txt,Pinyin,Explanation,Example,Example Explanation,Translation,Book,Lesson,Dialog,NW,PN,OofC,Alternative,Grammar Reference,Song Lyrics,Song YouTube,Song Pinyin,Song Translation,Example Pinyin,Length,Character Phrase,Instagram Image Created
2685,門檻,门槛,threshold,outside,,FALSE,FALSE,mén kǎn,,,,,5,31,1,1,,Outside HSK,,,,,,,,2,,
2686,報社,报社,"newspaper office, headquarters of a newspaper",5,,FALSE,FALSE,bào shè,报社，就是报社总部。,报社摄影记者,也就是“报纸摄影师”。,a newspaper photographer,5,31,1,2,,,,,,,,,bàoshè shèyǐngjìzhě,2,,
2687,編輯,编辑,editor,5,,FALSE,FALSE,biān jí,编辑，就是 editor。,他曾经是一家报纸的编辑。,He used to be an editor of a newspaper.,He used to be an editor of a newspaper.,5,31,1,3,,,,,,,,,tā céngjīng shì yījiā bàozhǐ de biānjí,2,,Yes
2688,嗯,嗯,used to indicate positive response ,5,,FALSE,FALSE,en,嗯，就是用来表示积极的反应。,嗯，我在排工作方面遇到困难。,也就是说，嗯，我的日程安排有问题。,"Well, I have a scheduling problem.",5,31,1,4,,,,,,,,,èn wǒ zài pái gōngzuò fāngmiàn yùdào kùnnan,1,,
2689,輕易,轻易,"easy, effortless",5,31,FALSE,FALSE,qīng yì,轻易，就是轻松。,我不会轻易就害怕。,也就是说，我不容易害怕。,I don't get scared easily.,5,31,1,5,,,,,,,,,wǒ bùhuì qīngyì jiù hàipà,2,,Yes
2690,處理,处理,"to handle, to deal with, to process",5,31,TRUE,TRUE,chǔ lǐ,"处理，就是 to handle, to deal with, to process。",请慎重处理此事。,也就是说，请谨慎地把这件事办好。,Please use your best discretion to handle the matter.,5,31,1,6,,,,,,,,,qǐng shènzhòng chǔlǐ cǐ shì,2,,
2691,社區,社区,community,6,,FALSE,FALSE,shè qū,,,,,5,31,1,7,,HSK 6,,,,,,,,2,,
2692,勸,劝,to try to persuade,5,,FALSE,FALSE,quàn,劝，就是试图说服。,你去试试劝她吧。,也就是说，你试图说服她。,You try and persuade her .,5,31,1,8,,,,,,,,,nǐ qù shì shì quàn tā ba,1,,
2693,圓,圆,"round, circular",5,,FALSE,FALSE,yuán,圆，就是圆形。,哥伦布提出地球是圆的。,Columbus proposed that the earth was round.,Columbus proposed that the earth was round.,5,31,1,9,,,,,,,,,Gēlúnbù tíchū dìqiú shì yuán de,1,,Yes
2694,標誌,标志,"sign, mark",5,,FALSE,FALSE,biāo zhì,标志，就是标记。,公路标志。,,highway sign,5,31,1,10,,,,,,,,,gōnglù biāozhì,2,,
2695,出示,出示,"to show, to produce",5,,FALSE,FALSE,chū shì,出示，就是展示，生产。,请出示你的健康证明。,Please show me your health certificate.,Please show me your health certificate.,5,31,1,11,,,,,,,,,qǐng chūshì nǐ de jiànkāng zhèngmíng,2,,Yes
2696,贊成,赞成,"to agree with, to approve of",5,,FALSE,FALSE,zàn chéng,赞成，就是同意。,我根本就不赞成你的主张。,也就是说，我完全不同意你的意见。,I don't agree with you at all.,5,31,1,12,,,,,,,,,wǒ gēnběn jiù bùzànchéng nǐ de zhǔzhāng,2,,
2697,請願書,请愿书,petition,outside,,FALSE,FALSE,qǐng yuàn shū,,,,,5,31,1,13,,Outside HSK,,,,,,,,3,,
2698,戀愛,恋爱,(romantic) love,5,,FALSE,FALSE,liàn ài,恋爱，就是爱情。,他们恋爱那时，国家正进行着战争。,也就是说，当他们坠入爱河时，这个国家正处于战争之中。,"When they fell in love, the country was at war.",5,31,1,14,,,,,,,,,tāmen liàn'ài nàshí guójiā zhèng jìnxíng zhe zhànzhēng,2,,Yes
2699,迫切,迫切,"urgent, pressing, easer",5,31,FALSE,FALSE,pò qiè,迫切，就是紧急、紧急、方便。,他迫切需要找到工作。,也就是说，他渴望工作。,He was desperate for work.,5,31,1,15,,,,,,,,,tā pòqiè xūyào zhǎodào gōngzuò,2,,
2700,猶豫,犹豫,hesitant,5,,FALSE,FALSE,yóu yù,犹豫，就是 hesitant。,他犹豫了一会儿。,He hesitated for a few moments.,He hesitated for a few moments.,5,31,1,16,,,,,,,,,tā yóuyù le yīhuìr,2,,
2701,冷淡,冷淡,"cold, indifferent",5,31,FALSE,FALSE,lěng dàn,冷淡，就是冷漠。,她对丈夫冷淡。,也就是说，她对丈夫很冷淡。,She is cold to (=towards) her husband.,5,31,1,17,,,,,,,,,tā duì zhàngfu lěngdàn,2,,
2702,無所謂,无所谓,"to not care, to not mind, to not take seriously",5,,FALSE,FALSE,wú suǒ wèi,无所谓，就是不在乎，不介意，不认真。,我对衣着无所谓。,也就是“我不在乎衣服”。,I'm not fussed about clothes,5,31,1,18,,,,,,,,,wǒ duì yīzhuó wúsuǒwèi,3,,
2703,值班,值班,to be on duty or shift,6,,FALSE,FALSE,zhí bān,,,,,5,31,1,19,,HSK 6,,,,,,,,2,,
2704,報告,报告,report,5,,FALSE,FALSE,bào gào,报告，就是 report。,在讨论后那报告得到了发表。,也就是说，经过讨论，报告发表了。,"After discussion, the report was published.",5,31,1,20,,,,,,,,,zài tǎolùn hòu nà bàogào dé dàoliǎo fābiǎo,2,,Yes
2705,八成兒,八成儿,"most probably, most likely; eighty percent",outside,,FALSE,FALSE,bāchéng r,,,,,5,31,1,21,,Outside HSK,,,,,,,,3,,
2706,模糊,模糊,"blurred, indistinct, vague",5,31,FALSE,FALSE,mó hu,模糊，就是 blurred。,雾使景色模糊。,也就是说，雾气模糊了景色。,Mists blurred the views.,5,31,1,22,,,,,这视线被泪水模糊焦点,https://youtu.be/TCHIjWQQpc0?t=119,zhè shìxiàn bèi lèishuǐ móhu jiāodiǎn ,This line of sight was blurred by tears.,wù shǐ jǐngsè móhu,2,,
2707,狡猾,狡猾,"crafty, tricky",5,31,FALSE,FALSE,jiǎo huá,狡猾，就是 crafty。,人们相信狐狸十分狡猾。,也就是说，人们认为狐狸很狡猾。,The fox is believed to have a great deal of cunning.,5,31,1,23,,,,,,,,,rénmen xiāngxìn húli shífēn jiǎohuá,2,,
2708,了不起,了不起,"great, amazing",5,31,FALSE,FALSE,liǎo bu qǐ,了不起，就是太好了，太棒了。,这是一种了不起的英勇行为。,也就是说，这是一种伟大的英雄主义行为。,This is an act of great heroism.,5,31,1,24,,,,,,,,,zhè shì yīzhǒng liǎobuqǐ de yīngyǒng xíngwéi,3,,
2709,身段,身段,"posture, manner, attitude",outside,,FALSE,FALSE,shēn duàn,,,,,5,31,1,25,,Outside HSK,,,,,,,,2,,
2710,縮短,缩短,to shorten,5,31,FALSE,FALSE,suō duǎn,缩短，就是 to shorten。,我想缩短租期。,I want to shorten the lease.,I want to shorten the lease.,5,31,1,26,,,,,,,,,wǒ xiǎng suōduǎn zū qī,2,,
2711,看不起,看不起,"to look down upon, to despise",5,,FALSE,FALSE,kàn bu qǐ,看不起，就是鄙视。,我看不起那些总是依赖别人的人。,I look down upon those who always rely on others.,I look down upon those who always rely on others.,5,31,1,27,,,,,,,,,wǒ kànbuqǐ nàxiē zǒngshì yīlài biéren de rén,3,,
2712,謙虛,谦虚,modest,5,,FALSE,FALSE,qiān xū,谦虚，就是谦虚的。,她对自己的成就很谦虚。,也就是说，她对自己的成功很谦虚。,She’s very modest about her success.,5,31,1,28,,,,,,,,,tā duì zìjǐ de chéngjiù hěn qiānxū,2,,
2713,實踐,实践,put into practice,5,,FALSE,FALSE,shí jiàn,实践，就是实施。,勇于实践，大胆创新。,也就是说，勇于实践，勇于创新。,Be bold in putting things into practice and blazing new trails.,5,31,1,29,,,,,,,,,yǒngyú shíjiàn dàdǎn chuàngxīn,2,,
2714,推辭,推辞,to decline politely,5,,FALSE,FALSE,tuī cí,推辞，就是礼貌地拒绝。,借故推辞,也就是“以任何借口拒绝”。,To decline under any pretext,5,31,扩展,1,,,,,,,,,jiègù tuīcí,2,,
2715,議論,议论,discussion,5,,FALSE,FALSE,yì lùn,议论，就是讨论。,他认为那样是出风头，会招来别人的议论。,也就是说，他觉得这让他们很显眼，给了人们一个谈论他们的机会。,He felt that it made them conspicuous and gave people a chance to talk about them.,5,31,扩展,2,,,,,,,,,tā rènwéi nàyàng shì chūfēngtou huì zhāolái biéren de yìlùn,2,,
2716,轉告,转告,to pass on a message,5,,FALSE,FALSE,zhuǎn gào,转告，就是传递信息。,我立刻将这个新消息转告总统。,也就是说，我立刻把这个新消息传给了总统。,I at once passed this new information to the President.,5,31,扩展,3,,,,,,,,,wǒ lìkè jiāng zhège xīn xiāoxi zhuǎngào zǒngtǒng,2,,
2717,祝福,祝福,to bless,5,,FALSE,FALSE,zhù fú,祝福，就是 to bless。,为我家乡祝福吧！,意思是说，永远保佑我的祖国！,bless my homeland forever!,5,31,扩展,4,,,,,,,,,wéi wǒ jiāxiāng zhùfú ba,2,,
2718,握手,握手,to shake hands,5,,FALSE,FALSE,wò shǒu,握手，就是 to shake hands。,许多人挤向前和他握手。,也就是说，许多人上前和他握手。,Many people pressed forward to shake hands with him.,5,31,扩展,6,,,,,,,,,xǔduō rén jǐ xiàngqián hé tā wòshǒu,2,,
2719,看望,看望,to visit (in hospital),5,,FALSE,FALSE,kàn wàng,看望，就是探望。,我们可能去看望住在农场上的爷爷。,也就是说，也许我们会去农场拜访我的祖父。,Maybe we'll visit my granddad at the farm.,5,31,扩展,7,,,,,,,,,wǒmen kěnéng qù kànwàng zhù zài nóngchǎng shàng de yéye,2,,
2720,問候,问候,to greet,5,,FALSE,FALSE,wèn hòu,问候，就是 to greet。,最后他走到后台向她问候。,也就是说，他最后四处走走，问她过得怎么样。,He finally went about and asked how she was getting along.,5,31,扩展,8,,,,,,,,,zuìhòu tā zǒu dào hòutái xiàng tā wènhòu,2,,
2721,恭喜,恭喜,to congratulate,5,,FALSE,FALSE,gōng xǐ,恭喜，就是祝贺。,恭喜你订婚！,意思是说，祝贺你订婚！,Congratulations on your engagement!,5,31,扩展,10,,,,,,,,,gōngxǐ nǐ dìnghūn,2,,
2722,宣佈,宣布,to announce,5,,FALSE,FALSE,xuān bù,宣布，就是 to announce。,当众宣布,也就是“公开宣布”。,To announce publicly,5,31,扩展,11,,,,,,,,,dāngzhòng xuānbù,2,,
2723,信任,信任,to trust,5,,FALSE,FALSE,xìn rèn,信任，就是 to trust。,他不信任自己的父亲。,也就是说，他不信任他的父亲。,He distrusts his father.,5,31,扩展,12,,,,,,,,,tā bù xìnrèn zìjǐ de fùqīn,2,,Yes
2724,配合,配合,to cooperate,5,,FALSE,FALSE,pèi hé,配合，就是合作。,这幅插图与内容配合得很巧妙。,也就是说，这幅插图巧妙地与内容联系在一起。,This illustration is cleverly tied in with the content.,5,31,扩展,13,,,,,,,,,zhè fú chātú yǔ nèiróng pèihé dehěn qiǎomiào,2,,
2725,當心,当心,to watch out,5,,TRUE,TRUE,dāng xīn,当心，就是小心。,你说话做事都要当心。,也就是说，你说什么做什么都要小心。,Be careful what you say and do.,5,31,扩展,14,,,,,,,,,nǐ shuōhuà zuòshì dōu yào dāngxīn,2,,Yes
2726,消失,消失,"to disappear, to vanish",5,,FALSE,FALSE,xiāo shī,消失，就是 to disappear。,他消失在另一个山谷里了。,也就是说，他消失在下一个洞穴里。,He disappeared in the next hollow.,5,32,1,1,,,,,,,,,tā xiāoshī zài lìngyī gè shāngǔ lǐ le,2,,
2727,洪水,洪水,flood,6,,FALSE,FALSE,hóng shuǐ,,,,,5,32,1,2,,HSK 6,,,,,,,,2,,
2728,地震,地震,earthquake,5,,FALSE,FALSE,dì zhèn,地震，就是 earthquake。,去年我们这里发生了可怕的地震。,也就是说，去年这里发生了一场可怕的地震。,We had an awful earthquake here last year.,5,32,1,3,,,,,,,,,qùnián wǒmen zhèlǐ fāshēng le kěpà de dìzhèn,2,,
2729,破壞,破坏,"to destroy, to damage",5,32,FALSE,FALSE,pò huài,破坏，就是 to destroy。,破坏旧世界，建设新世界。,也就是说，摧毁旧世界，建设新世界。,Destroy the old world and build a new one.,5,32,1,4,,,,,,,,,pòhuài jiù shìjiè jiànshè xīn shìjiè,2,,
2730,砍,砍,"to cut, to chop, to fell",5,,FALSE,FALSE,kǎn,砍，就是摔。,有七棵树给砍倒了。,也就是说，七棵树被砍倒了。,Seven trees have been cut down.,5,32,1,5,,,,,,,,,yǒu qī kē shù gěi kǎn dǎo le,1,,
2731,生存,生存,"to live, to subsist",6,,FALSE,FALSE,shēng cún,,,,,5,32,1,6,,HSK 6,,,,,,,,2,,
2732,沙漠,沙漠,desert,5,,FALSE,FALSE,shā mò,沙漠，就是 desert。,他忍受不住沙漠的酷热。,也就是说，他不能忍受沙漠里的酷热。,He could not tolerate the extremes of heat in the desert.,5,32,1,7,,,,,,,,,tā rěnshòu bùzhù shāmò de kùrè,2,,
2733,公佈,公布,"to announce, to make public",5,,FALSE,FALSE,gōng bù,公布，就是宣布，公布。,你必须赶快公布你的结果。,也就是说，你必须尽快公布你的结果。,You must hasten and publish your result.,5,32,1,8,,,,,,,,,nǐ bìxū gǎnkuài gōngbù nǐ de jiéguǒ,2,,
2734,數據,数据,data,5,,FALSE,FALSE,shù jù,数据，就是 data。,他根据这些数据得出了自己的结论。,也就是说，他在数据的支持下得出了结论。,He drew his conclusion with the support of the data.,5,32,1,9,,,,,,,,,tā gēnjù zhèxiē shùjù déchū le zìjǐ de jiélùn,2,,
2735,真實,真实,"real, actual",5,32,FALSE,FALSE,zhēn shí,真实，就是 real。,我怀疑他的故事是否真实。,也就是说，我怀疑他的故事的真实性。,I question the truth of his story.,5,32,1,10,,,,,,,,,wǒ huáiyí tā de gùshi shìfǒu zhēnshí,2,,
2736,誇張,夸张,exaggerated,5,32,FALSE,FALSE,kuā zhāng,夸张，就是夸张的。,他讲的情况有点夸张。,也就是说，他的故事有点夸张。,There was a smack of exaggeration in his story.,5,32,1,11,,,,,,,,,tā jiǎng de qíngkuàng yǒudiǎn kuāzhāng,2,,
2737,資源,资源,resource,5,32,FALSE,FALSE,zī yuán,资源，就是 resource。,水是一种不能再生的资源。,也就是说，水是一种基本上不可再生的资源。,Water is an essentially nonrenewable resource.,5,32,1,12,,,,,,,,,shuǐ shì yīzhǒng bùnéng zàishēng de zīyuán,2,,
2738,車禍,车祸,traffic accident,outside,,FALSE,FALSE,chē huò,,,,,5,32,1,13,,Outside HSK,,,,,,,,2,,
2739,不安,不安,"upset, disturbed",5,,TRUE,TRUE,bù ān,不安，就是心烦意乱。,他因不耐烦而烦躁不安。,He was restless with impatience.,He was restless with impatience.,5,32,1,14,,,,,,,,,tā yīn bùnàifán ér fánzào bù'ān,2,,
2740,工業,工业,industry,5,,FALSE,FALSE,gōng yè,工业，就是行业。,美国电子工业。,,the American electronics industry,5,32,1,15,,,,,,,,,Měiguó diànzǐgōngyè,2,,
2741,農業,农业,agriculture,5,,FALSE,FALSE,nóng yè,农业，就是 agriculture。,机械化为农业的技术工种开辟了道路。,也就是说，机械化为农业技术工作开辟了道路。,Mechanization opens the way for skilled jobs in agriculture.,5,32,1,16,,,,,,,,,jīxièhuà wéi nóngyè de jìshù gōngzhǒng kāipì le dàolù,2,,
2742,生產,生产,"to produce, to manufacture",5,,FALSE,FALSE,shēng chǎn,生产，就是制造。,石油可用于生产多种化学产品。,也就是说，石油可以用来生产各种化工产品。,Petroleum can be used to produce various chemical products.,5,32,1,17,,,,,,,,,shíyóu kě yòngyú shēngchǎn duōzhǒng huàxué chǎnpǐn,2,,
2743,大型,大型,large-scale,5,,FALSE,FALSE,dà xíng,大型，就是大规模。,大型电子系统。,,large-scale electronic system,5,32,1,18,,,,,,,,,dàxíng diànzǐ xìtǒng,2,,
2744,工廠,工厂,factory,5,,FALSE,FALSE,gōng chǎng,工厂，就是 factory。,领人参观工厂,也就是“指挥某人工厂上空”。,conduct sb. over a factory,5,32,1,19,,,,,,,,,lǐng rén cānguān gōngchǎng,2,,
2745,廢,废,"waste, useless",5,,FALSE,FALSE,fèi,废，就是浪费，无用。,废金属,也就是“金属废料”。,metallic scrap,5,32,1,20,,,,,,,,,fèi jīnshǔ,1,,
2746,燃燒,燃烧,"to burn, to combust",5,,FALSE,FALSE,rán shāo,燃烧，就是 to burn。,是什么使火燃烧？,也就是问，什么使火燃烧？,What makes the fire burn?,5,32,1,21,,,,,,,,,shì shénme shǐ huǒ ránshāo,2,,
2747,煤炭,煤炭,coal,5,,FALSE,FALSE,méi tàn,煤炭，就是煤。,煤炭开采业,也就是“煤矿工业”。,coal and mining industry,5,32,1,22,,,,,,,,,méitàn kāicǎi yè,2,,
2748,密切,密切,"close, intimate",5,32,FALSE,FALSE,mì qiè,密切，就是亲密。,他们的关系似乎十分密切。,也就是说，他们的关系似乎很亲密。,Their relation seemed quite close.,5,32,1,23,,,,,,,,,tāmen de guānxi sìhū shífēn mìqiè,2,,
2749,尾氣,尾气,"exhaust gas, vehicle emission",outside,,FALSE,FALSE,wěi qì,,,,,5,32,1,24,,Outside HSK,,,,,,,,2,,
2750,幸運,幸运,"lucky, fortunate",5,,FALSE,FALSE,xìng yùn,幸运，就是 lucky。,一件幸运的事,也就是“幸运的情况”。,a lucky circumstance,5,32,1,25,,,,,,,,,yī jiàn xìngyùn de shì,2,,
2751,敏感,敏感,"sensitive, susceptible",5,,FALSE,FALSE,mǐn gǎn,敏感，就是敏感、易感。,他在这方面非常敏感。,也就是“他在这方面很敏感。”,"He is very sensitive in this regard, ie concerning this.",5,32,1,26,,,,,,,,,tā zài zhè fāngmiàn fēicháng mǐngǎn,2,,
2752,自覺,自觉,"conscious, on one’s own initiative",5,32,FALSE,FALSE,zì jué,自觉，就是有意识的，主动的。,他不自觉地抬起手来摸摸花白的胡子。,也就是说，他不自觉地把手放在灰白的胡须上。,Unconsciously he put up his hand to his grizzled beard.,5,32,1,27,,,,,,,,,tā bùzìjué dì táiqǐ shǒu lái mō mō huābái de húzi,2,,
2753,設施,设施,"facilities, installation",5,32,FALSE,FALSE,shè shī,设施，就是设施、安装。,纽约商业设施齐全。,也就是说，纽约的购物很好。,New York has good shopping.,5,32,1,28,,,,,,,,,Niǔyuē shāngyè shèshī qíquán,2,,
2754,能源,能源,energy resource,5,,FALSE,FALSE,néng yuán,能源，就是 energy resource。,可再生能源已发展成熟。,也就是说，可再生能源已经成熟。,Renewable energy has come of age.,5,32,1,29,,,,,,,,,kězàishēng néngyuán yǐ fāzhǎn chéngshú,2,,
2755,逐步,逐步,"gradually, step by step",5,,FALSE,FALSE,zhú bù,逐步，就是循序渐进。,工作正在逐步开展。,也就是说，我们的工作正在逐步进行。,Our work is progressing gradually.,5,32,1,30,,,,,,,,,gōngzuò zhèngzài zhúbù kāizhǎn,2,,
